work_order_id,product_id,product_name,quantity,priority,due_time,status,source_case
AERO-07_12-1312_0101,1312_0101,1312_0101,104,0,,planned,07_12
AERO-07_12-1806A0200,1806A0200,1806A0200,120,0,,planned,07_12
AERO-07_12-4774_0002,4774_0002,4774_0002,108,0,,planned,07_12
AERO-07_12-1567A0100,1567A0100,1567A0100,40,0,,planned,07_12
AERO-07_12-4775_0002,4775_0002,4775_0002,36,0,,planned,07_12
AERO-07_12-810A0400,810A0400,810A0400,60,0,,planned,07_12
AERO-07_12-786A0900,786A0900,786A0900,120,0,,planned,07_12
AERO-07_12-786A0700,786A0700,786A0700,60,0,,planned,07_12
AERO-07_12-3957A0600,3957A0600,3957A0600,77,0,,planned,07_12
AERO-07_12-4778_0102,4778_0102,4778_0102,40,0,,planned,07_12
AERO-07_12-3958A0600,3958A0600,3958A0600,120,0,,planned,07_12
AERO-07_12-1556A0200,1556A0200,1556A0200,20,0,,planned,07_12
AERO-07_12-1559A0200,1559A0200,1559A0200,15,0,,planned,07_12
AERO-07_12-1554A0200,1554A0200,1554A0200,45,0,,planned,07_12
AERO-07_12-60091_011,60091_011,60091_011,60,0,,planned,07_12
AERO-07_12-342_0460,342_0460,342_0460,60,0,,planned,07_12
AERO-07_12-6774_01030,6774_01030,6774_01030,45,0,,planned,07_12
AERO-07_12-3470_085,3470_085,3470_085,25,0,,planned,07_12
AERO-07_12-6753_02011,6753_02011,6753_02011,50,0,,planned,07_12
AERO-07_12-920A0100,920A0100,920A0100,10,0,,planned,07_12
AERO-07_12-1394_0101,1394_0101,1394_0101,30,0,,planned,07_12
AERO-07_12-1568_0101,1568_0101,1568_0101,50,0,,planned,07_12
AERO-07_12-1964A2200,1964A2200,1964A2200,5,0,,planned,07_12
AERO-07_12-S4_9704300,S4_9704300,S4_9704300,24,0,,planned,07_12
AERO-07_12-6724_0271,6724_0271,6724_0271,60,0,,planned,07_12
AERO-07_12-2434A2200,2434A2200,2434A2200,20,0,,planned,07_12
AERO-07_12-3470_028,3470_028,3470_028,30,0,,planned,07_12
AERO-07_15-829D0100,829D0100,829D0100,72,0,,planned,07_15
AERO-07_15-787A0100,787A0100,787A0100,60,0,,planned,07_15
AERO-07_15-1320_0101,1320_0101,1320_0101,71,0,,planned,07_15
AERO-07_15-831A0600,831A0600,831A0600,100,0,,planned,07_15
AERO-07_15-1806_041,1806_041,1806_041,25,0,,planned,07_15
AERO-07_15-1312_0101,1312_0101,1312_0101,104,0,,planned,07_15
AERO-07_15-1806A0200,1806A0200,1806A0200,80,0,,planned,07_15
AERO-07_15-4774_0002,4774_0002,4774_0002,72,0,,planned,07_15
AERO-07_15-1567A0100,1567A0100,1567A0100,80,0,,planned,07_15
AERO-07_15-4775_0002,4775_0002,4775_0002,72,0,,planned,07_15
AERO-07_15-810A0400,810A0400,810A0400,40,0,,planned,07_15
AERO-07_15-786A0900,786A0900,786A0900,60,0,,planned,07_15
AERO-07_15-786A0700,786A0700,786A0700,90,0,,planned,07_15
AERO-07_15-3957A0600,3957A0600,3957A0600,17,0,,planned,07_15
AERO-07_15-4778_0102,4778_0102,4778_0102,40,0,,planned,07_15
AERO-07_15-3958A0600,3958A0600,3958A0600,60,0,,planned,07_15
AERO-07_15-1559A0200,1559A0200,1559A0200,45,0,,planned,07_15
AERO-07_15-1555A0200,1555A0200,1555A0200,15,0,,planned,07_15
AERO-07_15-60078_0900,60078_0900,60078_0900,50,0,,planned,07_15
AERO-07_15-1553A0200,1553A0200,1553A0200,30,0,,planned,07_15
AERO-07_15-1554A0200,1554A0200,1554A0200,15,0,,planned,07_15
AERO-07_15-60091_011,60091_011,60091_011,60,0,,planned,07_15
AERO-07_15-3470_085,3470_085,3470_085,25,0,,planned,07_15
AERO-07_15-6753_02011,6753_02011,6753_02011,50,0,,planned,07_15
AERO-07_15-920A0100,920A0100,920A0100,10,0,,planned,07_15
AERO-07_15-1394_0101,1394_0101,1394_0101,30,0,,planned,07_15
AERO-07_15-1568_0101,1568_0101,1568_0101,50,0,,planned,07_15
AERO-07_15-1964A2200,1964A2200,1964A2200,5,0,,planned,07_15
AERO-07_15-798_0184,798_0184,798_0184,20,0,,planned,07_15
AERO-07_15-S4_9704300,S4_9704300,S4_9704300,24,0,,planned,07_15
AERO-07_15-6724_0271,6724_0271,6724_0271,60,0,,planned,07_15
AERO-07_15-2434A2200,2434A2200,2434A2200,20,0,,planned,07_15
AERO-07_15-3470_028,3470_028,3470_028,30,0,,planned,07_15
AERO-07_16-830D0100,830D0100,830D0100,36,0,,planned,07_16
AERO-07_16-829D0100,829D0100,829D0100,36,0,,planned,07_16
AERO-07_16-787A0100,787A0100,787A0100,40,0,,planned,07_16
AERO-07_16-1320_0101,1320_0101,1320_0101,142,0,,planned,07_16
AERO-07_16-831A0600,831A0600,831A0600,60,0,,planned,07_16
AERO-07_16-1806_041,1806_041,1806_041,50,0,,planned,07_16
AERO-07_16-1312_0101,1312_0101,1312_0101,104,0,,planned,07_16
AERO-07_16-1806A0200,1806A0200,1806A0200,80,0,,planned,07_16
AERO-07_16-4774_0002,4774_0002,4774_0002,36,0,,planned,07_16
AERO-07_16-1567A0100,1567A0100,1567A0100,80,0,,planned,07_16
AERO-07_16-4775_0002,4775_0002,4775_0002,36,0,,planned,07_16
AERO-07_16-810A0400,810A0400,810A0400,40,0,,planned,07_16
AERO-07_16-786A0900,786A0900,786A0900,60,0,,planned,07_16
AERO-07_16-786A0600,786A0600,786A0600,28,0,,planned,07_16
AERO-07_16-786A0700,786A0700,786A0700,30,0,,planned,07_16
AERO-07_16-3957A0600,3957A0600,3957A0600,17,0,,planned,07_16
AERO-07_16-4778_0102,4778_0102,4778_0102,40,0,,planned,07_16
AERO-07_16-3958A0600,3958A0600,3958A0600,60,0,,planned,07_16
AERO-07_16-6896A0100,6896A0100,6896A0100,25,0,,planned,07_16
AERO-07_16-1556A0200,1556A0200,1556A0200,20,0,,planned,07_16
AERO-07_16-1559A0200,1559A0200,1559A0200,45,0,,planned,07_16
AERO-07_16-1555A0200,1555A0200,1555A0200,35,0,,planned,07_16
AERO-07_16-60078_0900,60078_0900,60078_0900,50,0,,planned,07_16
AERO-07_16-1553A0200,1553A0200,1553A0200,45,0,,planned,07_16
AERO-07_16-1554A0200,1554A0200,1554A0200,30,0,,planned,07_16
AERO-07_16-60091_011,60091_011,60091_011,60,0,,planned,07_16
AERO-07_16-4781A0100,4781A0100,4781A0100,40,0,,planned,07_16
AERO-07_16-6774_01030,6774_01030,6774_01030,30,0,,planned,07_16
AERO-07_16-6754_0481,6754_0481,6754_0481,50,0,,planned,07_16
AERO-07_16-3470_085,3470_085,3470_085,25,0,,planned,07_16
AERO-07_16-920A0100,920A0100,920A0100,10,0,,planned,07_16
AERO-07_16-1394_0101,1394_0101,1394_0101,30,0,,planned,07_16
AERO-07_16-1568_0101,1568_0101,1568_0101,50,0,,planned,07_16
AERO-07_16-1964A2200,1964A2200,1964A2200,5,0,,planned,07_16
AERO-07_16-798_0184,798_0184,798_0184,20,0,,planned,07_16
AERO-07_16-S4_9704300,S4_9704300,S4_9704300,24,0,,planned,07_16
AERO-07_16-2434A2200,2434A2200,2434A2200,20,0,,planned,07_16
AERO-07_16-3470_028,3470_028,3470_028,60,0,,planned,07_16
AERO-07_17-830D0100,830D0100,830D0100,108,0,,planned,07_17
AERO-07_17-787A0100,787A0100,787A0100,20,0,,planned,07_17
AERO-07_17-1320_0101,1320_0101,1320_0101,71,0,,planned,07_17
AERO-07_17-831A0600,831A0600,831A0600,30,0,,planned,07_17
AERO-07_17-1806D0900,1806D0900,1806D0900,100,0,,planned,07_17
AERO-07_17-1312_0101,1312_0101,1312_0101,52,0,,planned,07_17
AERO-07_17-1806A0200,1806A0200,1806A0200,40,0,,planned,07_17
AERO-07_17-1567A0100,1567A0100,1567A0100,40,0,,planned,07_17
AERO-07_17-4775_0002,4775_0002,4775_0002,36,0,,planned,07_17
AERO-07_17-810A0400,810A0400,810A0400,40,0,,planned,07_17
AERO-07_17-786A0900,786A0900,786A0900,60,0,,planned,07_17
AERO-07_17-786A0600,786A0600,786A0600,28,0,,planned,07_17
AERO-07_17-786A0700,786A0700,786A0700,30,0,,planned,07_17
AERO-07_17-3957A0600,3957A0600,3957A0600,17,0,,planned,07_17
AERO-07_17-4778_0102,4778_0102,4778_0102,40,0,,planned,07_17
AERO-07_17-3958A0600,3958A0600,3958A0600,60,0,,planned,07_17
AERO-07_17-6896A0100,6896A0100,6896A0100,25,0,,planned,07_17
AERO-07_17-1556A0200,1556A0200,1556A0200,20,0,,planned,07_17
AERO-07_17-1559A0200,1559A0200,1559A0200,45,0,,planned,07_17
AERO-07_17-1555A0200,1555A0200,1555A0200,35,0,,planned,07_17
AERO-07_17-60078_0900,60078_0900,60078_0900,50,0,,planned,07_17
AERO-07_17-1553A0200,1553A0200,1553A0200,45,0,,planned,07_17
AERO-07_17-1554A0200,1554A0200,1554A0200,30,0,,planned,07_17
AERO-07_17-60091_011,60091_011,60091_011,60,0,,planned,07_17
AERO-07_17-4781A0100,4781A0100,4781A0100,40,0,,planned,07_17
AERO-07_17-342_0460,342_0460,342_0460,30,0,,planned,07_17
AERO-07_17-6774_01030,6774_01030,6774_01030,30,0,,planned,07_17
AERO-07_17-6754_0481,6754_0481,6754_0481,50,0,,planned,07_17
AERO-07_17-3470_085,3470_085,3470_085,25,0,,planned,07_17
AERO-07_17-920A0100,920A0100,920A0100,10,0,,planned,07_17
AERO-07_17-1394_0101,1394_0101,1394_0101,30,0,,planned,07_17
AERO-07_17-1568_0101,1568_0101,1568_0101,50,0,,planned,07_17
AERO-07_17-1964A2200,1964A2200,1964A2200,5,0,,planned,07_17
AERO-07_17-798_0184,798_0184,798_0184,20,0,,planned,07_17
AERO-07_17-S4_9704300,S4_9704300,S4_9704300,24,0,,planned,07_17
AERO-07_17-2434A2200,2434A2200,2434A2200,20,0,,planned,07_17
AERO-07_17-3470_028,3470_028,3470_028,30,0,,planned,07_17
AERO-07_18-830D0100,830D0100,830D0100,36,0,,planned,07_18
AERO-07_18-787A0100,787A0100,787A0100,20,0,,planned,07_18
AERO-07_18-1320_0101,1320_0101,1320_0101,71,0,,planned,07_18
AERO-07_18-831A0600,831A0600,831A0600,30,0,,planned,07_18
AERO-07_18-1312_0101,1312_0101,1312_0101,52,0,,planned,07_18
AERO-07_18-1806A0200,1806A0200,1806A0200,60,0,,planned,07_18
AERO-07_18-1567A0100,1567A0100,1567A0100,40,0,,planned,07_18
AERO-07_18-4775_0002,4775_0002,4775_0002,36,0,,planned,07_18
AERO-07_18-786A0600,786A0600,786A0600,56,0,,planned,07_18
AERO-07_18-926_0102,926_0102,926_0102,50,0,,planned,07_18
AERO-07_18-3958A0600,3958A0600,3958A0600,120,0,,planned,07_18
AERO-07_18-1386A2200,1386A2200,1386A2200,40,0,,planned,07_18
AERO-07_18-6896A0100,6896A0100,6896A0100,50,0,,planned,07_18
AERO-07_18-1556A0200,1556A0200,1556A0200,40,0,,planned,07_18
AERO-07_18-1559A0200,1559A0200,1559A0200,60,0,,planned,07_18
AERO-07_18-1553A0200,1553A0200,1553A0200,15,0,,planned,07_18
AERO-07_18-4781A0100,4781A0100,4781A0100,40,0,,planned,07_18
AERO-07_18-6774_01030,6774_01030,6774_01030,30,0,,planned,07_18
AERO-07_18-920A0100,920A0100,920A0100,10,0,,planned,07_18
AERO-07_18-1394_0101,1394_0101,1394_0101,30,0,,planned,07_18
AERO-07_18-1568_0101,1568_0101,1568_0101,50,0,,planned,07_18
AERO-07_18-1964A2200,1964A2200,1964A2200,5,0,,planned,07_18
AERO-07_18-2434A2200,2434A2200,2434A2200,20,0,,planned,07_18
AERO-07_19-830D0100,830D0100,830D0100,144,0,,planned,07_19
AERO-07_19-787A0100,787A0100,787A0100,60,0,,planned,07_19
AERO-07_19-1320_0101,1320_0101,1320_0101,142,0,,planned,07_19
AERO-07_19-831A0600,831A0600,831A0600,90,0,,planned,07_19
AERO-07_19-1806_041,1806_041,1806_041,75,0,,planned,07_19
AERO-07_19-1806A0200,1806A0200,1806A0200,100,0,,planned,07_19
AERO-07_19-1567A0100,1567A0100,1567A0100,120,0,,planned,07_19
AERO-07_19-810A0400,810A0400,810A0400,40,0,,planned,07_19
AERO-07_19-786A0900,786A0900,786A0900,60,0,,planned,07_19
AERO-07_19-786A0600,786A0600,786A0600,28,0,,planned,07_19
AERO-07_19-3957A0600,3957A0600,3957A0600,60,0,,planned,07_19
AERO-07_19-4778_0102,4778_0102,4778_0102,30,0,,planned,07_19
AERO-07_19-3958A0600,3958A0600,3958A0600,60,0,,planned,07_19
AERO-07_19-1386A2200,1386A2200,1386A2200,40,0,,planned,07_19
AERO-07_19-6896A0100,6896A0100,6896A0100,50,0,,planned,07_19
AERO-07_19-1556A0200,1556A0200,1556A0200,40,0,,planned,07_19
AERO-07_19-1559A0200,1559A0200,1559A0200,45,0,,planned,07_19
AERO-07_19-1553A0200,1553A0200,1553A0200,15,0,,planned,07_19
AERO-07_19-4781A0100,4781A0100,4781A0100,40,0,,planned,07_19
AERO-07_19-920A0100,920A0100,920A0100,10,0,,planned,07_19
AERO-07_19-1394_0101,1394_0101,1394_0101,30,0,,planned,07_19
AERO-07_19-1568_0101,1568_0101,1568_0101,50,0,,planned,07_19
AERO-07_22-830D0100,830D0100,830D0100,216,0,,planned,07_22
AERO-07_22-829D0100,829D0100,829D0100,72,0,,planned,07_22
AERO-07_22-787A0100,787A0100,787A0100,20,0,,planned,07_22
AERO-07_22-831A0600,831A0600,831A0600,130,0,,planned,07_22
AERO-07_22-1806_041,1806_041,1806_041,75,0,,planned,07_22
AERO-07_22-1806D0900,1806D0900,1806D0900,200,0,,planned,07_22
AERO-07_22-1806A0800,1806A0800,1806A0800,100,0,,planned,07_22
AERO-07_22-1806_5051,1806_5051,1806_5051,100,0,,planned,07_22
AERO-07_22-1806A0200,1806A0200,1806A0200,60,0,,planned,07_22
AERO-07_22-1567A0100,1567A0100,1567A0100,160,0,,planned,07_22
AERO-07_22-810A0400,810A0400,810A0400,20,0,,planned,07_22
AERO-07_22-786A0600,786A0600,786A0600,56,0,,planned,07_22
AERO-07_22-786A0700,786A0700,786A0700,30,0,,planned,07_22
AERO-07_22-3957A0600,3957A0600,3957A0600,60,0,,planned,07_22
AERO-07_22-4778_0102,4778_0102,4778_0102,30,0,,planned,07_22
AERO-07_22-3958A0600,3958A0600,3958A0600,60,0,,planned,07_22
AERO-07_22-1386A2200,1386A2200,1386A2200,40,0,,planned,07_22
AERO-07_22-1559A0200,1559A0200,1559A0200,45,0,,planned,07_22
AERO-07_22-1555A0200,1555A0200,1555A0200,20,0,,planned,07_22
AERO-07_22-1553A0200,1553A0200,1553A0200,15,0,,planned,07_22
AERO-07_22-4781A0100,4781A0100,4781A0100,40,0,,planned,07_22
AERO-07_22-6774_01030,6774_01030,6774_01030,50,0,,planned,07_22
AERO-07_22-6754_0481,6754_0481,6754_0481,50,0,,planned,07_22
AERO-07_22-6753_02011,6753_02011,6753_02011,45,0,,planned,07_22
AERO-07_22-920A0100,920A0100,920A0100,10,0,,planned,07_22
AERO-07_22-1568_0101,1568_0101,1568_0101,50,0,,planned,07_22
AERO-07_22-1964A2200,1964A2200,1964A2200,20,0,,planned,07_22
AERO-07_22-962A0100,962A0100,962A0100,15,0,,planned,07_22
AERO-07_23-830D0100,830D0100,830D0100,144,0,,planned,07_23
AERO-07_23-829D0100,829D0100,829D0100,108,0,,planned,07_23
AERO-07_23-787A0100,787A0100,787A0100,40,0,,planned,07_23
AERO-07_23-831A0600,831A0600,831A0600,40,0,,planned,07_23
AERO-07_23-1806_041,1806_041,1806_041,50,0,,planned,07_23
AERO-07_23-1806D0900,1806D0900,1806D0900,100,0,,planned,07_23
AERO-07_23-1806_5051,1806_5051,1806_5051,100,0,,planned,07_23
AERO-07_23-1806A0200,1806A0200,1806A0200,80,0,,planned,07_23
AERO-07_23-1567A0100,1567A0100,1567A0100,200,0,,planned,07_23
AERO-07_23-810A0400,810A0400,810A0400,60,0,,planned,07_23
AERO-07_23-786A0900,786A0900,786A0900,120,0,,planned,07_23
AERO-07_23-786A0600,786A0600,786A0600,28,0,,planned,07_23
AERO-07_23-3958A0600,3958A0600,3958A0600,120,0,,planned,07_23
AERO-07_23-1556A0200,1556A0200,1556A0200,20,0,,planned,07_23
AERO-07_23-1559A0200,1559A0200,1559A0200,30,0,,planned,07_23
AERO-07_23-1555A0200,1555A0200,1555A0200,20,0,,planned,07_23
AERO-07_23-1553A0200,1553A0200,1553A0200,15,0,,planned,07_23
AERO-07_23-341_0250,341_0250,341_0250,45,0,,planned,07_23
AERO-07_23-60091_011,60091_011,60091_011,60,0,,planned,07_23
AERO-07_23-342_0460,342_0460,342_0460,100,0,,planned,07_23
AERO-07_23-6774_01030,6774_01030,6774_01030,100,0,,planned,07_23
AERO-07_23-6754_0481,6754_0481,6754_0481,50,0,,planned,07_23
AERO-07_23-3470_085,3470_085,3470_085,25,0,,planned,07_23
AERO-07_23-6753_02011,6753_02011,6753_02011,45,0,,planned,07_23
AERO-07_23-S4_9704411,S4_9704411,S4_9704411,40,0,,planned,07_23
AERO-07_23-918_0102,918_0102,918_0102,50,0,,planned,07_23
AERO-07_23-5450A0000,5450A0000,5450A0000,25,0,,planned,07_23
AERO-07_23-1568_0101,1568_0101,1568_0101,50,0,,planned,07_23
AERO-07_23-1964A2200,1964A2200,1964A2200,20,0,,planned,07_23
AERO-07_23-798_0184,798_0184,798_0184,10,0,,planned,07_23
AERO-07_23-962A0100,962A0100,962A0100,15,0,,planned,07_23
AERO-07_23-70069_23,70069_23,70069_23,30,0,,planned,07_23
AERO-07_24-830D0100,830D0100,830D0100,72,0,,planned,07_24
AERO-07_24-829D0100,829D0100,829D0100,36,0,,planned,07_24
AERO-07_24-787A0100,787A0100,787A0100,40,0,,planned,07_24
AERO-07_24-1320_0101,1320_0101,1320_0101,71,0,,planned,07_24
AERO-07_24-1806A0200,1806A0200,1806A0200,40,0,,planned,07_24
AERO-07_24-1567A0100,1567A0100,1567A0100,120,0,,planned,07_24
AERO-07_24-786A0900,786A0900,786A0900,60,0,,planned,07_24
AERO-07_24-3958A0600,3958A0600,3958A0600,60,0,,planned,07_24
AERO-07_24-1556A0200,1556A0200,1556A0200,20,0,,planned,07_24
AERO-07_24-1553A0200,1553A0200,1553A0200,15,0,,planned,07_24
AERO-07_24-341_0250,341_0250,341_0250,45,0,,planned,07_24
AERO-07_24-60091_011,60091_011,60091_011,60,0,,planned,07_24
AERO-07_24-342_0460,342_0460,342_0460,100,0,,planned,07_24
AERO-07_24-6754_0481,6754_0481,6754_0481,50,0,,planned,07_24
AERO-07_24-6753_02011,6753_02011,6753_02011,45,0,,planned,07_24
AERO-07_24-S4_9704411,S4_9704411,S4_9704411,40,0,,planned,07_24
AERO-07_24-918_0102,918_0102,918_0102,50,0,,planned,07_24
AERO-07_24-5450A0000,5450A0000,5450A0000,25,0,,planned,07_24
AERO-07_24-1568_0101,1568_0101,1568_0101,50,0,,planned,07_24
AERO-07_24-6724_0941,6724_0941,6724_0941,30,0,,planned,07_24
AERO-07_24-1964A2200,1964A2200,1964A2200,10,0,,planned,07_24
AERO-07_25-829D0100,829D0100,829D0100,36,0,,planned,07_25
AERO-07_25-1320_0101,1320_0101,1320_0101,71,0,,planned,07_25
AERO-07_25-1312_0101,1312_0101,1312_0101,51,0,,planned,07_25
AERO-07_25-1806A0200,1806A0200,1806A0200,20,0,,planned,07_25
AERO-07_25-1567A0100,1567A0100,1567A0100,80,0,,planned,07_25
AERO-07_25-810A0400,810A0400,810A0400,20,0,,planned,07_25
AERO-07_25-3445A1800,3445A1800,3445A1800,40,0,,planned,07_25
AERO-07_25-3957A0600,3957A0600,3957A0600,60,0,,planned,07_25
AERO-07_25-3958A0600,3958A0600,3958A0600,60,0,,planned,07_25
AERO-07_25-1386A2200,1386A2200,1386A2200,40,0,,planned,07_25
AERO-07_25-6896A0100,6896A0100,6896A0100,30,0,,planned,07_25
AERO-07_25-1555A0200,1555A0200,1555A0200,20,0,,planned,07_25
AERO-07_25-1554A0200,1554A0200,1554A0200,15,0,,planned,07_25
AERO-07_25-60091_011,60091_011,60091_011,30,0,,planned,07_25
AERO-07_25-342_0460,342_0460,342_0460,100,0,,planned,07_25
AERO-07_25-3470_085,3470_085,3470_085,30,0,,planned,07_25
AERO-07_25-6753_02011,6753_02011,6753_02011,90,0,,planned,07_25
AERO-07_25-5450A0000,5450A0000,5450A0000,50,0,,planned,07_25
AERO-07_25-1642A0400,1642A0400,1642A0400,30,0,,planned,07_25
AERO-07_25-6724_0271,6724_0271,6724_0271,60,0,,planned,07_25
AERO-07_26-830D0100,830D0100,830D0100,72,0,,planned,07_26
AERO-07_26-829D0100,829D0100,829D0100,108,0,,planned,07_26
AERO-07_26-787A0100,787A0100,787A0100,20,0,,planned,07_26
AERO-07_26-1320_0101,1320_0101,1320_0101,71,0,,planned,07_26
AERO-07_26-831A0600,831A0600,831A0600,40,0,,planned,07_26
AERO-07_26-1806_041,1806_041,1806_041,25,0,,planned,07_26
AERO-07_26-1806D0900,1806D0900,1806D0900,100,0,,planned,07_26
AERO-07_26-1312_0101,1312_0101,1312_0101,51,0,,planned,07_26
AERO-07_26-1806A0200,1806A0200,1806A0200,20,0,,planned,07_26
AERO-07_26-1567A0100,1567A0100,1567A0100,40,0,,planned,07_26
AERO-07_26-4775_0002,4775_0002,4775_0002,36,0,,planned,07_26
AERO-07_26-810A0400,810A0400,810A0400,60,0,,planned,07_26
AERO-07_26-786A0900,786A0900,786A0900,60,0,,planned,07_26
AERO-07_26-786A0600,786A0600,786A0600,28,0,,planned,07_26
AERO-07_26-786A0700,786A0700,786A0700,30,0,,planned,07_26
AERO-07_26-926_0102,926_0102,926_0102,56,0,,planned,07_26
AERO-07_26-3445A1800,3445A1800,3445A1800,80,0,,planned,07_26
AERO-07_26-4778_0102,4778_0102,4778_0102,40,0,,planned,07_26
AERO-07_26-1556A0200,1556A0200,1556A0200,20,0,,planned,07_26
AERO-07_26-1559A0200,1559A0200,1559A0200,15,0,,planned,07_26
AERO-07_26-1555A0200,1555A0200,1555A0200,20,0,,planned,07_26
AERO-07_26-60078_0900,60078_0900,60078_0900,50,0,,planned,07_26
AERO-07_26-1554A0200,1554A0200,1554A0200,15,0,,planned,07_26
AERO-07_26-60091_011,60091_011,60091_011,30,0,,planned,07_26
AERO-07_26-342_0460,342_0460,342_0460,100,0,,planned,07_26
AERO-07_26-6754_0481,6754_0481,6754_0481,50,0,,planned,07_26
AERO-07_26-920A0100,920A0100,920A0100,20,0,,planned,07_26
AERO-07_26-6898A0100,6898A0100,6898A0100,30,0,,planned,07_26
AERO-07_26-962A0100,962A0100,962A0100,20,0,,planned,07_26
AERO-07_26-S4_9704300,S4_9704300,S4_9704300,40,0,,planned,07_26
AERO-07_26-6724_0271,6724_0271,6724_0271,30,0,,planned,07_26
AERO-07_26-2434A2200,2434A2200,2434A2200,20,0,,planned,07_26
AERO-07_29-829D0100,829D0100,829D0100,36,0,,planned,07_29
AERO-07_29-787A0100,787A0100,787A0100,40,0,,planned,07_29
AERO-07_29-1320_0101,1320_0101,1320_0101,142,0,,planned,07_29
AERO-07_29-1806_5051,1806_5051,1806_5051,100,0,,planned,07_29
AERO-07_29-1806A0200,1806A0200,1806A0200,40,0,,planned,07_29
AERO-07_29-4774_0002,4774_0002,4774_0002,36,0,,planned,07_29
