case_id,item_id,quantity,source_type
stress_13,1312_0101,51,simulated_stress
stress_13,1806_5051,100,simulated_stress
stress_13,1806A0200,60,simulated_stress
stress_13,4774_0002,36,simulated_stress
stress_13,1567A0100,80,simulated_stress
stress_13,4775_0002,108,simulated_stress
stress_13,810A0400,80,simulated_stress
stress_13,786A0900,60,simulated_stress
stress_13,786A0600,56,simulated_stress
stress_13,786A0700,60,simulated_stress
stress_13,926_0102,56,simulated_stress
stress_13,3445A1800,80,simulated_stress
stress_13,4778_0102,40,simulated_stress
stress_13,1556A0200,40,simulated_stress
stress_13,1559A0200,30,simulated_stress
stress_13,1555A0200,40,simulated_stress
stress_13,60078_0900,50,simulated_stress
stress_13,1553A0200,30,simulated_stress
stress_13,1554A0200,15,simulated_stress
stress_13,341_0250,45,simulated_stress
stress_13,60091_011,30,simulated_stress
stress_13,342_0460,100,simulated_stress
stress_13,S4_9504612,60,simulated_stress
stress_13,S4_9504622,30,simulated_stress
stress_13,6754_0481,100,simulated_stress
stress_13,6753_02011,50,simulated_stress
stress_13,920A0100,40,simulated_stress
stress_13,1394_0101,30,simulated_stress
stress_13,6864_0280,11,simulated_stress
stress_13,6898A0100,90,simulated_stress
stress_13,6724_0941,30,simulated_stress
stress_13,1964A2200,10,simulated_stress
stress_13,962A0100,40,simulated_stress
stress_13,S4_9704300,80,simulated_stress
stress_13,6724_0271,60,simulated_stress
stress_13,2434A2200,40,simulated_stress
stress_14,829D0100,72,simulated_stress
stress_14,787A0100,80,simulated_stress
stress_14,1320_0101,284,simulated_stress
stress_14,1806_5051,200,simulated_stress
stress_14,1806A0200,80,simulated_stress
stress_14,4774_0002,72,simulated_stress
stress_14,1567A0100,80,simulated_stress
stress_14,4775_0002,144,simulated_stress
stress_14,810A0400,40,simulated_stress
stress_14,786A0600,56,simulated_stress
stress_14,786A0700,60,simulated_stress
stress_14,1556A0200,40,simulated_stress
stress_14,1559A0200,30,simulated_stress
stress_14,1555A0200,40,simulated_stress
stress_14,1553A0200,60,simulated_stress
stress_14,341_0250,90,simulated_stress
stress_14,S4_9504612,120,simulated_stress
stress_14,S4_9504622,60,simulated_stress
stress_14,6754_0481,100,simulated_stress
stress_14,6753_02011,100,simulated_stress
stress_14,920A0100,20,simulated_stress
stress_14,1394_0101,60,simulated_stress
stress_14,6864_0280,22,simulated_stress
stress_14,6898A0100,60,simulated_stress
stress_14,6724_0941,30,simulated_stress
stress_14,1964A2200,10,simulated_stress
stress_14,962A0100,20,simulated_stress
stress_14,S4_9704300,40,simulated_stress
stress_14,6724_0271,30,simulated_stress
stress_14,2434A2200,20,simulated_stress
stress_15,829D0100,36,simulated_stress
stress_15,787A0100,60,simulated_stress
stress_15,1320_0101,142,simulated_stress
stress_15,1806_5051,100,simulated_stress
stress_15,1806A0200,60,simulated_stress
stress_15,4774_0002,36,simulated_stress
stress_15,1567A0100,80,simulated_stress
stress_15,4775_0002,72,simulated_stress
stress_15,810A0400,20,simulated_stress
stress_15,786A0600,28,simulated_stress
stress_15,786A0700,60,simulated_stress
stress_15,926_0102,112,simulated_stress
stress_15,3445A1800,40,simulated_stress
stress_15,3957A0600,30,simulated_stress
stress_15,4778_0102,40,simulated_stress
stress_15,1386A2200,30,simulated_stress
stress_15,6896A0100,30,simulated_stress
stress_15,1556A0200,20,simulated_stress
stress_15,1559A0200,30,simulated_stress
stress_15,1555A0200,20,simulated_stress
stress_15,1553A0200,30,simulated_stress
stress_15,341_0250,45,simulated_stress
stress_15,S4_9504612,60,simulated_stress
stress_15,S4_9504622,30,simulated_stress
stress_15,6754_0481,100,simulated_stress
stress_15,6753_02011,100,simulated_stress
stress_15,1394_0101,60,simulated_stress
stress_15,6864_0280,22,simulated_stress
stress_16,787A0100,40,simulated_stress
stress_16,1806A0200,40,simulated_stress
stress_16,1567A0100,80,simulated_stress
stress_16,786A0700,60,simulated_stress
stress_16,926_0102,224,simulated_stress
stress_16,3445A1800,80,simulated_stress
stress_16,3957A0600,60,simulated_stress
stress_16,4778_0102,80,simulated_stress
stress_16,1386A2200,60,simulated_stress
stress_16,6896A0100,60,simulated_stress
stress_16,1559A0200,30,simulated_stress
stress_16,6754_0481,50,simulated_stress
stress_16,6753_02011,50,simulated_stress
stress_16,S4_9704411,60,simulated_stress
stress_16,918_0102,50,simulated_stress
stress_16,1394_0101,30,simulated_stress
stress_16,6864_0280,11,simulated_stress
stress_16,6898A0100,30,simulated_stress
stress_16,1964A2200,10,simulated_stress
stress_16,798_0184,30,simulated_stress
stress_16,962A0100,20,simulated_stress
stress_16,70069_23,40,simulated_stress
stress_16,3470_028,50,simulated_stress
stress_17,830D0100,72,simulated_stress
stress_17,829D0100,108,simulated_stress
stress_17,787A0100,20,simulated_stress
stress_17,831A0600,80,simulated_stress
stress_17,1806_041,30,simulated_stress
stress_17,1806A0200,20,simulated_stress
stress_17,1567A0100,80,simulated_stress
stress_17,810A0400,40,simulated_stress
stress_17,786A0900,120,simulated_stress
stress_17,786A0600,28,simulated_stress
stress_17,786A0700,30,simulated_stress
stress_17,926_0102,112,simulated_stress
stress_17,3445A1800,40,simulated_stress
stress_17,3957A0600,60,simulated_stress
stress_17,4778_0102,40,simulated_stress
stress_17,1386A2200,30,simulated_stress
stress_17,6896A0100,30,simulated_stress
stress_17,1559A0200,15,simulated_stress
stress_17,1553A0200,15,simulated_stress
stress_17,60091_011,30,simulated_stress
stress_17,4781A0100,40,simulated_stress
stress_17,3470_085,30,simulated_stress
stress_17,S4_9704411,60,simulated_stress
stress_17,918_0102,50,simulated_stress
stress_17,920A0100,10,simulated_stress
stress_17,5450A0000,50,simulated_stress
stress_17,1568_0101,30,simulated_stress
stress_17,6898A0100,60,simulated_stress
stress_17,6724_0941,20,simulated_stress
stress_17,1964A2200,10,simulated_stress
stress_17,798_0184,30,simulated_stress
stress_17,962A0100,20,simulated_stress
stress_17,70069_23,40,simulated_stress
stress_17,3470_028,50,simulated_stress
stress_18,830D0100,72,simulated_stress
stress_18,829D0100,144,simulated_stress
stress_18,787A0100,40,simulated_stress
stress_18,1320_0101,71,simulated_stress
stress_18,831A0600,120,simulated_stress
stress_18,1806_041,30,simulated_stress
stress_18,1806A0200,40,simulated_stress
stress_18,1567A0100,40,simulated_stress
stress_18,810A0400,60,simulated_stress
stress_18,786A0900,180,simulated_stress
stress_18,786A0600,84,simulated_stress
stress_18,786A0700,30,simulated_stress
stress_18,3957A0600,30,simulated_stress
stress_18,1386A2200,40,simulated_stress
stress_18,1556A0200,20,simulated_stress
stress_18,1559A0200,20,simulated_stress
stress_18,1555A0200,20,simulated_stress
stress_18,60078_0900,50,simulated_stress
stress_18,1553A0200,15,simulated_stress
stress_18,60091_011,30,simulated_stress
stress_18,4781A0100,40,simulated_stress
stress_18,3470_085,30,simulated_stress
stress_18,6753_02011,30,simulated_stress
stress_18,S4_9704411,80,simulated_stress
stress_18,920A0100,10,simulated_stress
stress_18,5450A0000,50,simulated_stress
stress_18,1568_0101,30,simulated_stress
stress_18,6898A0100,30,simulated_stress
stress_18,6724_0941,20,simulated_stress
stress_18,962A0100,20,simulated_stress
stress_18,S4_9704300,39,simulated_stress
stress_18,6724_0271,60,simulated_stress
stress_19,830D0100,36,simulated_stress
stress_19,829D0100,36,simulated_stress
stress_19,787A0100,80,simulated_stress
stress_19,1320_0101,71,simulated_stress
stress_19,831A0600,40,simulated_stress
stress_19,1806_041,25,simulated_stress
stress_19,1806A0200,100,simulated_stress
stress_19,1567A0100,40,simulated_stress
stress_19,810A0400,60,simulated_stress
stress_19,786A0900,60,simulated_stress
stress_19,786A0600,84,simulated_stress
stress_19,786A0700,30,simulated_stress
stress_19,3957A0600,30,simulated_stress
stress_19,4778_0102,40,simulated_stress
stress_19,1386A2200,40,simulated_stress
stress_19,1556A0200,60,simulated_stress
stress_19,1559A0200,40,simulated_stress
stress_19,1555A0200,60,simulated_stress
stress_19,60078_0900,50,simulated_stress
stress_19,1553A0200,15,simulated_stress
stress_19,1554A0200,15,simulated_stress
stress_19,341_0250,45,simulated_stress
stress_19,60091_011,30,simulated_stress
stress_19,6774_01030,40,simulated_stress
stress_19,6753_02011,30,simulated_stress
stress_19,S4_9704411,120,simulated_stress
stress_19,920A0100,10,simulated_stress
stress_19,6864_0280,11,simulated_stress
stress_19,798_0184,10,simulated_stress
stress_19,962A0100,20,simulated_stress
stress_19,S4_9704300,78,simulated_stress
stress_19,6724_0271,120,simulated_stress
stress_2,829D0100,216,simulated_stress
stress_2,787A0100,180,simulated_stress
stress_2,1320_0101,142,simulated_stress
stress_2,831A0600,180,simulated_stress
stress_2,1806_041,75,simulated_stress
stress_2,1312_0101,156,simulated_stress
stress_2,1806A0200,220,simulated_stress
stress_2,4774_0002,180,simulated_stress
stress_2,1567A0100,120,simulated_stress
stress_2,4775_0002,36,simulated_stress
stress_2,810A0400,180,simulated_stress
stress_2,786A0900,300,simulated_stress
stress_2,786A0600,56,simulated_stress
stress_2,786A0700,90,simulated_stress
stress_2,3957A0600,214,simulated_stress
stress_2,4778_0102,80,simulated_stress
stress_2,3958A0600,180,simulated_stress
stress_2,1556A0200,40,simulated_stress
stress_2,1559A0200,30,simulated_stress
stress_2,60078_0900,50,simulated_stress
stress_2,1553A0200,15,simulated_stress
stress_2,1554A0200,75,simulated_stress
stress_2,60091_011,120,simulated_stress
stress_2,4781A0100,40,simulated_stress
stress_2,342_0460,120,simulated_stress
stress_2,6774_01030,90,simulated_stress
stress_2,3470_085,25,simulated_stress
stress_2,6753_02011,50,simulated_stress
stress_2,920A0100,20,simulated_stress
stress_2,1394_0101,30,simulated_stress
stress_2,1568_0101,100,simulated_stress
stress_2,1964A2200,5,simulated_stress
stress_2,S4_9704300,48,simulated_stress
stress_2,6724_0271,60,simulated_stress
stress_2,2434A2200,20,simulated_stress
stress_2,3470_028,30,simulated_stress
stress_20,830D0100,144,simulated_stress
stress_20,787A0100,60,simulated_stress
stress_20,831A0600,40,simulated_stress
stress_20,1806_041,25,simulated_stress
stress_20,1806D0900,100,simulated_stress
stress_20,1806A0200,80,simulated_stress
stress_20,1567A0100,80,simulated_stress
stress_20,810A0400,120,simulated_stress
stress_20,786A0600,28,simulated_stress
stress_20,926_0102,50,simulated_stress
stress_20,3957A0600,60,simulated_stress
stress_20,4778_0102,80,simulated_stress
stress_20,6896A0100,30,simulated_stress
stress_20,1556A0200,60,simulated_stress
stress_20,1559A0200,20,simulated_stress
stress_20,1555A0200,60,simulated_stress
stress_20,1553A0200,45,simulated_stress
stress_20,1554A0200,30,simulated_stress
stress_20,341_0250,45,simulated_stress
stress_20,60091_011,30,simulated_stress
stress_20,342_0460,20,simulated_stress
stress_20,6774_01030,40,simulated_stress
stress_20,6754_0481,50,simulated_stress
stress_20,3470_085,30,simulated_stress
stress_20,S4_9704411,40,simulated_stress
stress_20,920A0100,10,simulated_stress
stress_20,6864_0280,11,simulated_stress
stress_20,6724_0941,20,simulated_stress
stress_20,1964A2200,20,simulated_stress
stress_20,798_0184,10,simulated_stress
stress_20,S4_9704300,78,simulated_stress
stress_20,6724_0271,60,simulated_stress
stress_20,3470_028,30,simulated_stress
stress_21,830D0100,144,simulated_stress
stress_21,787A0100,20,simulated_stress
stress_21,831A0600,80,simulated_stress
stress_21,1806D0900,100,simulated_stress
stress_21,1806A0200,20,simulated_stress
stress_21,1567A0100,40,simulated_stress
stress_21,4775_0002,36,simulated_stress
stress_21,810A0400,100,simulated_stress
stress_21,786A0700,30,simulated_stress
stress_21,926_0102,50,simulated_stress
stress_21,3445A1800,30,simulated_stress
stress_21,3957A0600,30,simulated_stress
stress_21,4778_0102,40,simulated_stress
stress_21,3958A0600,60,simulated_stress
stress_21,6896A0100,30,simulated_stress
stress_21,1556A0200,20,simulated_stress
stress_21,1555A0200,20,simulated_stress
stress_21,1553A0200,30,simulated_stress
stress_21,1554A0200,45,simulated_stress
stress_21,342_0460,20,simulated_stress
stress_21,6754_0481,50,simulated_stress
stress_21,3470_085,60,simulated_stress
stress_21,6724_0941,40,simulated_stress
stress_21,1964A2200,40,simulated_stress
stress_21,798_0184,17,simulated_stress
stress_21,S4_9704300,39,simulated_stress
stress_21,2434A2200,20,simulated_stress
stress_21,3470_028,60,simulated_stress
stress_22,830D0100,36,simulated_stress
stress_22,831A0600,40,simulated_stress
stress_22,4775_0002,108,simulated_stress
stress_22,810A0400,60,simulated_stress
stress_22,786A0900,60,simulated_stress
stress_22,786A0600,28,simulated_stress
stress_22,786A0700,30,simulated_stress
stress_22,926_0102,54,simulated_stress
stress_22,3445A1800,30,simulated_stress
stress_22,3957A0600,57,simulated_stress
stress_22,3958A0600,120,simulated_stress
stress_22,1386A2200,28,simulated_stress
stress_22,1554A0200,30,simulated_stress
stress_22,S4_9504612,30,simulated_stress
stress_22,S4_9504622,30,simulated_stress
stress_22,3470_085,30,simulated_stress
stress_22,6724_0941,40,simulated_stress
stress_22,1964A2200,40,simulated_stress
stress_22,798_0184,34,simulated_stress
stress_22,2434A2200,40,simulated_stress
stress_22,3470_028,60,simulated_stress
stress_23,829D0100,35,simulated_stress
stress_23,1320_0101,71,simulated_stress
stress_23,831A0600,40,simulated_stress
stress_23,1806A0800,100,simulated_stress
stress_23,1312_0101,52,simulated_stress
stress_23,1806A0200,38,simulated_stress
stress_23,1567A0100,40,simulated_stress
stress_23,4775_0002,108,simulated_stress
stress_23,810A0400,40,simulated_stress
stress_23,786A0900,60,simulated_stress
stress_23,786A0600,56,simulated_stress
stress_23,786A0700,30,simulated_stress
stress_23,926_0102,54,simulated_stress
stress_23,3957A0600,114,simulated_stress
stress_23,3958A0600,90,simulated_stress
stress_23,1386A2200,56,simulated_stress
stress_23,1556A0200,20,simulated_stress
stress_23,1559A0200,20,simulated_stress
stress_23,1555A0200,19,simulated_stress
stress_23,60078_0900,47,simulated_stress
stress_23,1553A0200,15,simulated_stress
stress_23,1554A0200,15,simulated_stress
stress_23,341_0250,45,simulated_stress
stress_23,60091_011,30,simulated_stress
stress_23,S4_9504612,30,simulated_stress
stress_23,S4_9504622,30,simulated_stress
stress_23,6774_01030,50,simulated_stress
stress_23,3470_085,30,simulated_stress
stress_23,6753_02011,50,simulated_stress
stress_23,1394_0101,30,simulated_stress
stress_23,6864_0280,11,simulated_stress
stress_23,1568_0101,20,simulated_stress
stress_23,6724_0941,20,simulated_stress
stress_23,1964A2200,30,simulated_stress
stress_23,798_0184,17,simulated_stress
stress_23,962A0100,18,simulated_stress
stress_23,1642A0400,30,simulated_stress
stress_23,2434A2200,40,simulated_stress
stress_23,3470_028,30,simulated_stress
stress_24,830D0100,72,simulated_stress
stress_24,829D0100,35,simulated_stress
stress_24,787A0100,20,simulated_stress
stress_24,1320_0101,71,simulated_stress
stress_24,831A0600,160,simulated_stress
stress_24,1806A0800,100,simulated_stress
stress_24,1312_0101,104,simulated_stress
stress_24,1806_5051,100,simulated_stress
stress_24,1806A0200,56,simulated_stress
stress_24,1567A0100,80,simulated_stress
stress_24,4775_0002,36,simulated_stress
stress_24,786A0600,56,simulated_stress
stress_24,786A0700,30,simulated_stress
stress_24,3957A0600,114,simulated_stress
stress_24,3958A0600,30,simulated_stress
stress_24,1386A2200,56,simulated_stress
stress_24,1556A0200,40,simulated_stress
stress_24,1559A0200,40,simulated_stress
stress_24,1555A0200,38,simulated_stress
stress_24,60078_0900,47,simulated_stress
stress_24,1553A0200,30,simulated_stress
stress_24,1554A0200,30,simulated_stress
stress_24,341_0250,90,simulated_stress
stress_24,60091_011,60,simulated_stress
stress_24,6774_01030,100,simulated_stress
stress_24,3470_085,30,simulated_stress
stress_24,6753_02011,100,simulated_stress
stress_24,1394_0101,60,simulated_stress
stress_24,6864_0280,11,simulated_stress
stress_24,1568_0101,40,simulated_stress
stress_24,1964A2200,10,simulated_stress
stress_24,798_0184,20,simulated_stress
stress_24,962A0100,36,simulated_stress
stress_24,1642A0400,80,simulated_stress
stress_24,2434A2200,20,simulated_stress
stress_25,830D0100,108,simulated_stress
stress_25,787A0100,20,simulated_stress
stress_25,831A0600,160,simulated_stress
stress_25,1312_0101,104,simulated_stress
stress_25,1806_5051,100,simulated_stress
stress_25,1806A0200,18,simulated_stress
stress_25,1567A0100,40,simulated_stress
stress_25,786A0600,28,simulated_stress
stress_25,3957A0600,114,simulated_stress
stress_25,1386A2200,56,simulated_stress
stress_25,1556A0200,40,simulated_stress
stress_25,1559A0200,20,simulated_stress
stress_25,1555A0200,38,simulated_stress
stress_25,1553A0200,30,simulated_stress
stress_25,1554A0200,15,simulated_stress
stress_25,341_0250,90,simulated_stress
stress_25,60091_011,30,simulated_stress
stress_25,6774_01030,100,simulated_stress
stress_25,6753_02011,50,simulated_stress
stress_25,1394_0101,60,simulated_stress
stress_25,1568_0101,40,simulated_stress
stress_25,798_0184,40,simulated_stress
stress_25,962A0100,18,simulated_stress
stress_25,S4_9704300,33,simulated_stress
stress_25,1642A0400,80,simulated_stress
stress_26,830D0100,36,simulated_stress
stress_26,831A0600,80,simulated_stress
stress_26,1312_0101,104,simulated_stress
stress_26,786A0600,28,simulated_stress
stress_26,3957A0600,57,simulated_stress
stress_26,1386A2200,28,simulated_stress
stress_26,1556A0200,40,simulated_stress
stress_26,1555A0200,38,simulated_stress
stress_26,1553A0200,30,simulated_stress
stress_26,341_0250,45,simulated_stress
stress_26,6774_01030,50,simulated_stress
stress_26,1394_0101,60,simulated_stress
stress_26,1568_0101,20,simulated_stress
stress_26,6898A0100,30,simulated_stress
stress_26,6724_0941,18,simulated_stress
stress_26,1964A2200,9,simulated_stress
stress_26,798_0184,20,simulated_stress
stress_26,S4_9704300,66,simulated_stress
stress_26,1642A0400,60,simulated_stress
stress_27,831A0600,40,simulated_stress
stress_27,1312_0101,52,simulated_stress
stress_27,1806A0200,40,simulated_stress
stress_27,1567A0100,38,simulated_stress
stress_27,786A0600,56,simulated_stress
stress_27,786A0700,30,simulated_stress
stress_27,3957A0600,60,simulated_stress
stress_27,1556A0200,20,simulated_stress
stress_27,1555A0200,19,simulated_stress
stress_27,1553A0200,15,simulated_stress
stress_27,3470_085,28,simulated_stress
stress_27,1394_0101,60,simulated_stress
stress_27,6898A0100,60,simulated_stress
stress_27,6724_0941,18,simulated_stress
stress_27,1964A2200,18,simulated_stress
stress_27,S4_9704300,33,simulated_stress
stress_27,1642A0400,60,simulated_stress
stress_28,1806A0200,60,simulated_stress
stress_28,1567A0100,38,simulated_stress
stress_28,786A0600,28,simulated_stress
stress_28,786A0700,30,simulated_stress
stress_28,3957A0600,120,simulated_stress
stress_28,4778_0102,65,simulated_stress
stress_28,1386A2200,40,simulated_stress
stress_28,1556A0200,20,simulated_stress
stress_28,1559A0200,40,simulated_stress
stress_28,60078_0900,60,simulated_stress
stress_28,1554A0200,45,simulated_stress
stress_28,342_0460,60,simulated_stress
stress_28,6774_01030,30,simulated_stress
stress_28,3470_085,28,simulated_stress
stress_28,920A0100,10,simulated_stress
stress_28,1394_0101,60,simulated_stress
stress_28,6898A0100,30,simulated_stress
stress_28,1964A2200,9,simulated_stress
stress_28,1642A0400,30,simulated_stress
stress_29,787A0100,20,simulated_stress
stress_29,831A0600,40,simulated_stress
stress_29,1312_0101,52,simulated_stress
stress_29,1806A0200,80,simulated_stress
stress_29,4774_0002,30,simulated_stress
stress_29,1567A0100,40,simulated_stress
stress_29,810A0400,60,simulated_stress
stress_29,786A0600,28,simulated_stress
stress_29,786A0700,30,simulated_stress
stress_29,3957A0600,60,simulated_stress
stress_29,4778_0102,130,simulated_stress
stress_29,1386A2200,80,simulated_stress
stress_29,1556A0200,40,simulated_stress
stress_29,1559A0200,80,simulated_stress
stress_29,60078_0900,120,simulated_stress
stress_29,1554A0200,90,simulated_stress
stress_29,342_0460,120,simulated_stress
stress_29,6774_01030,60,simulated_stress
stress_29,6754_0481,47,simulated_stress
stress_29,S4_9704411,29,simulated_stress
stress_29,920A0100,20,simulated_stress
stress_29,1394_0101,60,simulated_stress
stress_29,962A0100,15,simulated_stress
stress_29,70069_23,42,simulated_stress
stress_29,3470_028,25,simulated_stress
stress_3,829D0100,216,simulated_stress
stress_3,787A0100,140,simulated_stress
stress_3,1320_0101,142,simulated_stress
stress_3,831A0600,160,simulated_stress
stress_3,1806_041,50,simulated_stress
stress_3,1312_0101,208,simulated_stress
stress_3,1806A0200,200,simulated_stress
stress_3,4774_0002,180,simulated_stress
stress_3,1567A0100,120,simulated_stress
stress_3,4775_0002,108,simulated_stress
stress_3,810A0400,100,simulated_stress
stress_3,786A0900,180,simulated_stress
stress_3,786A0700,150,simulated_stress
stress_3,3957A0600,94,simulated_stress
stress_3,4778_0102,80,simulated_stress
stress_3,3958A0600,180,simulated_stress
stress_3,1556A0200,20,simulated_stress
stress_3,1559A0200,60,simulated_stress
stress_3,1555A0200,15,simulated_stress
stress_3,60078_0900,50,simulated_stress
stress_3,1553A0200,30,simulated_stress
stress_3,1554A0200,60,simulated_stress
stress_3,60091_011,120,simulated_stress
stress_3,342_0460,60,simulated_stress
stress_3,6774_01030,45,simulated_stress
stress_3,3470_085,50,simulated_stress
stress_3,6753_02011,100,simulated_stress
stress_3,920A0100,20,simulated_stress
stress_3,1394_0101,60,simulated_stress
stress_3,1568_0101,100,simulated_stress
stress_3,1964A2200,10,simulated_stress
stress_3,798_0184,20,simulated_stress
stress_3,S4_9704300,48,simulated_stress
stress_3,6724_0271,120,simulated_stress
stress_3,2434A2200,40,simulated_stress
stress_3,3470_028,60,simulated_stress
stress_30,787A0100,20,simulated_stress
stress_30,831A0600,40,simulated_stress
stress_30,1312_0101,52,simulated_stress
stress_30,1806A0200,60,simulated_stress
stress_30,4774_0002,30,simulated_stress
stress_30,1567A0100,40,simulated_stress
stress_30,810A0400,60,simulated_stress
stress_30,786A0600,28,simulated_stress
stress_30,786A0700,30,simulated_stress
stress_30,4778_0102,65,simulated_stress
stress_30,1386A2200,40,simulated_stress
stress_30,1556A0200,20,simulated_stress
stress_30,1559A0200,40,simulated_stress
stress_30,60078_0900,60,simulated_stress
stress_30,1554A0200,45,simulated_stress
stress_30,342_0460,60,simulated_stress
stress_30,6774_01030,30,simulated_stress
stress_30,6754_0481,47,simulated_stress
stress_30,S4_9704411,29,simulated_stress
stress_30,920A0100,10,simulated_stress
