receipt_id,operation_id,work_order_id,machine_id,status,occurred_at,idempotency_key,terminal,provenance
DT-MES-RECEIPT-00035,DT-WO-00005-OP-007,DT-WO-00005,M-04,completed,2026-07-13T03:12:00+00:00,dt-mes:DT-WO-00005-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00036,DT-WO-00006-OP-001,DT-WO-00006,M-01,completed,2026-07-13T02:15:00+00:00,dt-mes:DT-WO-00006-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00037,DT-WO-00006-OP-002,DT-WO-00006,M-03,completed,2026-07-13T02:48:00+00:00,dt-mes:DT-WO-00006-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00038,DT-WO-00006-OP-003,DT-WO-00006,M-06,completed,2026-07-13T02:11:00+00:00,dt-mes:DT-WO-00006-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00039,DT-WO-00006-OP-004,DT-WO-00006,M-01,completed,2026-07-13T02:19:00+00:00,dt-mes:DT-WO-00006-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00040,DT-WO-00006-OP-005,DT-WO-00006,M-03,completed,2026-07-13T02:57:00+00:00,dt-mes:DT-WO-00006-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00041,DT-WO-00006-OP-006,DT-WO-00006,M-04,completed,2026-07-13T03:30:00+00:00,dt-mes:DT-WO-00006-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00042,DT-WO-00006-OP-007,DT-WO-00006,M-04,completed,2026-07-13T03:33:00+00:00,dt-mes:DT-WO-00006-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00043,DT-WO-00007-OP-001,DT-WO-00007,M-01,completed,2026-07-13T02:36:00+00:00,dt-mes:DT-WO-00007-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00044,DT-WO-00007-OP-002,DT-WO-00007,M-03,completed,2026-07-13T03:09:00+00:00,dt-mes:DT-WO-00007-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00045,DT-WO-00007-OP-003,DT-WO-00007,M-06,completed,2026-07-13T02:32:00+00:00,dt-mes:DT-WO-00007-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00046,DT-WO-00007-OP-004,DT-WO-00007,M-01,failed,2026-07-13T02:40:00+00:00,dt-mes:DT-WO-00007-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00047,DT-WO-00007-OP-005,DT-WO-00007,M-03,completed,2026-07-13T03:18:00+00:00,dt-mes:DT-WO-00007-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00048,DT-WO-00007-OP-006,DT-WO-00007,M-04,completed,2026-07-13T03:51:00+00:00,dt-mes:DT-WO-00007-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00049,DT-WO-00007-OP-007,DT-WO-00007,M-04,completed,2026-07-13T03:54:00+00:00,dt-mes:DT-WO-00007-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00050,DT-WO-00008-OP-001,DT-WO-00008,M-01,completed,2026-07-13T02:57:00+00:00,dt-mes:DT-WO-00008-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00051,DT-WO-00008-OP-002,DT-WO-00008,M-03,completed,2026-07-13T03:30:00+00:00,dt-mes:DT-WO-00008-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00052,DT-WO-00008-OP-003,DT-WO-00008,M-06,completed,2026-07-13T02:53:00+00:00,dt-mes:DT-WO-00008-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00053,DT-WO-00008-OP-004,DT-WO-00008,M-01,completed,2026-07-13T03:01:00+00:00,dt-mes:DT-WO-00008-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00054,DT-WO-00008-OP-005,DT-WO-00008,M-03,completed,2026-07-13T03:39:00+00:00,dt-mes:DT-WO-00008-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00055,DT-WO-00008-OP-006,DT-WO-00008,M-04,completed,2026-07-13T04:12:00+00:00,dt-mes:DT-WO-00008-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00056,DT-WO-00008-OP-007,DT-WO-00008,M-04,completed,2026-07-13T04:15:00+00:00,dt-mes:DT-WO-00008-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00057,DT-WO-00009-OP-001,DT-WO-00009,M-01,completed,2026-07-13T03:18:00+00:00,dt-mes:DT-WO-00009-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00058,DT-WO-00009-OP-002,DT-WO-00009,M-03,completed,2026-07-13T03:51:00+00:00,dt-mes:DT-WO-00009-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00059,DT-WO-00009-OP-003,DT-WO-00009,M-06,completed,2026-07-13T03:14:00+00:00,dt-mes:DT-WO-00009-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00060,DT-WO-00009-OP-004,DT-WO-00009,M-01,completed,2026-07-13T03:22:00+00:00,dt-mes:DT-WO-00009-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00061,DT-WO-00009-OP-005,DT-WO-00009,M-03,completed,2026-07-13T04:00:00+00:00,dt-mes:DT-WO-00009-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00062,DT-WO-00009-OP-006,DT-WO-00009,M-04,completed,2026-07-13T04:33:00+00:00,dt-mes:DT-WO-00009-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00063,DT-WO-00009-OP-007,DT-WO-00009,M-04,completed,2026-07-13T04:36:00+00:00,dt-mes:DT-WO-00009-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00064,DT-WO-00010-OP-001,DT-WO-00010,M-01,completed,2026-07-13T03:39:00+00:00,dt-mes:DT-WO-00010-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00065,DT-WO-00010-OP-002,DT-WO-00010,M-03,completed,2026-07-13T04:12:00+00:00,dt-mes:DT-WO-00010-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00066,DT-WO-00010-OP-003,DT-WO-00010,M-06,completed,2026-07-13T03:35:00+00:00,dt-mes:DT-WO-00010-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00067,DT-WO-00010-OP-004,DT-WO-00010,M-01,completed,2026-07-13T03:43:00+00:00,dt-mes:DT-WO-00010-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00068,DT-WO-00010-OP-005,DT-WO-00010,M-03,completed,2026-07-13T04:21:00+00:00,dt-mes:DT-WO-00010-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00069,DT-WO-00010-OP-006,DT-WO-00010,M-04,failed,2026-07-13T04:54:00+00:00,dt-mes:DT-WO-00010-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00070,DT-WO-00010-OP-007,DT-WO-00010,M-04,completed,2026-07-13T04:57:00+00:00,dt-mes:DT-WO-00010-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00071,DT-WO-00011-OP-001,DT-WO-00011,M-01,completed,2026-07-13T04:00:00+00:00,dt-mes:DT-WO-00011-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00072,DT-WO-00011-OP-002,DT-WO-00011,M-03,completed,2026-07-13T04:33:00+00:00,dt-mes:DT-WO-00011-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00073,DT-WO-00011-OP-003,DT-WO-00011,M-06,completed,2026-07-13T03:56:00+00:00,dt-mes:DT-WO-00011-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00074,DT-WO-00011-OP-004,DT-WO-00011,M-01,completed,2026-07-13T04:04:00+00:00,dt-mes:DT-WO-00011-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00075,DT-WO-00011-OP-005,DT-WO-00011,M-03,completed,2026-07-13T04:42:00+00:00,dt-mes:DT-WO-00011-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00076,DT-WO-00011-OP-006,DT-WO-00011,M-04,completed,2026-07-13T05:15:00+00:00,dt-mes:DT-WO-00011-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00077,DT-WO-00011-OP-007,DT-WO-00011,M-04,completed,2026-07-13T05:18:00+00:00,dt-mes:DT-WO-00011-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00078,DT-WO-00012-OP-001,DT-WO-00012,M-01,completed,2026-07-13T04:21:00+00:00,dt-mes:DT-WO-00012-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00079,DT-WO-00012-OP-002,DT-WO-00012,M-03,completed,2026-07-13T04:54:00+00:00,dt-mes:DT-WO-00012-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00080,DT-WO-00012-OP-003,DT-WO-00012,M-06,completed,2026-07-13T04:17:00+00:00,dt-mes:DT-WO-00012-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00081,DT-WO-00012-OP-004,DT-WO-00012,M-01,completed,2026-07-13T04:25:00+00:00,dt-mes:DT-WO-00012-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00082,DT-WO-00012-OP-005,DT-WO-00012,M-03,completed,2026-07-13T05:03:00+00:00,dt-mes:DT-WO-00012-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00083,DT-WO-00012-OP-006,DT-WO-00012,M-04,completed,2026-07-13T05:36:00+00:00,dt-mes:DT-WO-00012-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00084,DT-WO-00012-OP-007,DT-WO-00012,M-04,completed,2026-07-13T05:39:00+00:00,dt-mes:DT-WO-00012-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00085,DT-WO-00013-OP-001,DT-WO-00013,M-01,completed,2026-07-13T04:42:00+00:00,dt-mes:DT-WO-00013-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00086,DT-WO-00013-OP-002,DT-WO-00013,M-03,completed,2026-07-13T05:15:00+00:00,dt-mes:DT-WO-00013-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00087,DT-WO-00013-OP-003,DT-WO-00013,M-06,completed,2026-07-13T04:38:00+00:00,dt-mes:DT-WO-00013-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00088,DT-WO-00013-OP-004,DT-WO-00013,M-01,completed,2026-07-13T04:46:00+00:00,dt-mes:DT-WO-00013-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00089,DT-WO-00013-OP-005,DT-WO-00013,M-03,completed,2026-07-13T05:24:00+00:00,dt-mes:DT-WO-00013-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00090,DT-WO-00013-OP-006,DT-WO-00013,M-04,completed,2026-07-13T05:57:00+00:00,dt-mes:DT-WO-00013-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00091,DT-WO-00013-OP-007,DT-WO-00013,M-04,completed,2026-07-13T06:00:00+00:00,dt-mes:DT-WO-00013-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00092,DT-WO-00014-OP-001,DT-WO-00014,M-01,failed,2026-07-13T05:03:00+00:00,dt-mes:DT-WO-00014-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00093,DT-WO-00014-OP-002,DT-WO-00014,M-03,completed,2026-07-13T05:36:00+00:00,dt-mes:DT-WO-00014-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00094,DT-WO-00014-OP-003,DT-WO-00014,M-06,completed,2026-07-13T04:59:00+00:00,dt-mes:DT-WO-00014-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00095,DT-WO-00014-OP-004,DT-WO-00014,M-01,completed,2026-07-13T05:07:00+00:00,dt-mes:DT-WO-00014-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00096,DT-WO-00014-OP-005,DT-WO-00014,M-03,completed,2026-07-13T05:45:00+00:00,dt-mes:DT-WO-00014-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00097,DT-WO-00014-OP-006,DT-WO-00014,M-04,completed,2026-07-13T06:18:00+00:00,dt-mes:DT-WO-00014-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00098,DT-WO-00014-OP-007,DT-WO-00014,M-04,completed,2026-07-13T06:21:00+00:00,dt-mes:DT-WO-00014-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00099,DT-WO-00015-OP-001,DT-WO-00015,M-01,completed,2026-07-13T05:24:00+00:00,dt-mes:DT-WO-00015-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00100,DT-WO-00015-OP-002,DT-WO-00015,M-03,completed,2026-07-13T05:57:00+00:00,dt-mes:DT-WO-00015-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00101,DT-WO-00015-OP-003,DT-WO-00015,M-06,completed,2026-07-13T05:20:00+00:00,dt-mes:DT-WO-00015-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00102,DT-WO-00015-OP-004,DT-WO-00015,M-01,completed,2026-07-13T05:28:00+00:00,dt-mes:DT-WO-00015-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00103,DT-WO-00015-OP-005,DT-WO-00015,M-03,completed,2026-07-13T06:06:00+00:00,dt-mes:DT-WO-00015-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00104,DT-WO-00015-OP-006,DT-WO-00015,M-04,completed,2026-07-13T06:39:00+00:00,dt-mes:DT-WO-00015-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00105,DT-WO-00015-OP-007,DT-WO-00015,M-04,completed,2026-07-13T06:42:00+00:00,dt-mes:DT-WO-00015-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00106,DT-WO-00016-OP-001,DT-WO-00016,M-01,completed,2026-07-13T05:45:00+00:00,dt-mes:DT-WO-00016-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00107,DT-WO-00016-OP-002,DT-WO-00016,M-03,completed,2026-07-13T06:18:00+00:00,dt-mes:DT-WO-00016-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00108,DT-WO-00016-OP-003,DT-WO-00016,M-06,completed,2026-07-13T05:41:00+00:00,dt-mes:DT-WO-00016-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00109,DT-WO-00016-OP-004,DT-WO-00016,M-01,completed,2026-07-13T05:49:00+00:00,dt-mes:DT-WO-00016-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00110,DT-WO-00016-OP-005,DT-WO-00016,M-03,completed,2026-07-13T06:27:00+00:00,dt-mes:DT-WO-00016-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00111,DT-WO-00016-OP-006,DT-WO-00016,M-04,completed,2026-07-13T07:00:00+00:00,dt-mes:DT-WO-00016-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00112,DT-WO-00016-OP-007,DT-WO-00016,M-04,completed,2026-07-13T07:03:00+00:00,dt-mes:DT-WO-00016-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00113,DT-WO-00017-OP-001,DT-WO-00017,M-01,completed,2026-07-13T06:06:00+00:00,dt-mes:DT-WO-00017-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00114,DT-WO-00017-OP-002,DT-WO-00017,M-03,completed,2026-07-13T06:39:00+00:00,dt-mes:DT-WO-00017-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00115,DT-WO-00017-OP-003,DT-WO-00017,M-06,failed,2026-07-13T06:02:00+00:00,dt-mes:DT-WO-00017-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00116,DT-WO-00017-OP-004,DT-WO-00017,M-01,completed,2026-07-13T06:10:00+00:00,dt-mes:DT-WO-00017-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00117,DT-WO-00017-OP-005,DT-WO-00017,M-03,completed,2026-07-13T06:48:00+00:00,dt-mes:DT-WO-00017-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00118,DT-WO-00017-OP-006,DT-WO-00017,M-04,completed,2026-07-13T07:21:00+00:00,dt-mes:DT-WO-00017-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00119,DT-WO-00017-OP-007,DT-WO-00017,M-04,completed,2026-07-13T07:24:00+00:00,dt-mes:DT-WO-00017-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00120,DT-WO-00018-OP-001,DT-WO-00018,M-01,completed,2026-07-13T06:27:00+00:00,dt-mes:DT-WO-00018-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00121,DT-WO-00018-OP-002,DT-WO-00018,M-03,completed,2026-07-13T07:00:00+00:00,dt-mes:DT-WO-00018-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00122,DT-WO-00018-OP-003,DT-WO-00018,M-06,completed,2026-07-13T06:23:00+00:00,dt-mes:DT-WO-00018-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00123,DT-WO-00018-OP-004,DT-WO-00018,M-01,completed,2026-07-13T06:31:00+00:00,dt-mes:DT-WO-00018-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00124,DT-WO-00018-OP-005,DT-WO-00018,M-03,completed,2026-07-13T07:09:00+00:00,dt-mes:DT-WO-00018-OP-005:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00125,DT-WO-00018-OP-006,DT-WO-00018,M-04,completed,2026-07-13T07:42:00+00:00,dt-mes:DT-WO-00018-OP-006:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00126,DT-WO-00018-OP-007,DT-WO-00018,M-04,completed,2026-07-13T07:45:00+00:00,dt-mes:DT-WO-00018-OP-007:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00127,DT-WO-00019-OP-001,DT-WO-00019,M-01,completed,2026-07-13T06:48:00+00:00,dt-mes:DT-WO-00019-OP-001:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00128,DT-WO-00019-OP-002,DT-WO-00019,M-03,completed,2026-07-13T07:21:00+00:00,dt-mes:DT-WO-00019-OP-002:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00129,DT-WO-00019-OP-003,DT-WO-00019,M-06,completed,2026-07-13T06:44:00+00:00,dt-mes:DT-WO-00019-OP-003:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00130,DT-WO-00019-OP-004,DT-WO-00019,M-01,completed,2026-07-13T06:52:00+00:00,dt-mes:DT-WO-00019-OP-004:v1,True,synthetic_digital_twin_mes_receipt
DT-MES-RECEIPT-00131,DT-WO-00019-OP-005,DT-WO-00019,M-03,completed,2026-07-13T07:30:00+00:00,dt-mes:DT-WO-00019-OP-005:v1,True,synthetic_digital_twin_mes_receipt
